CASE_ID,CASE_PARTICIPANT_ID,RECEIVED_DATE,OFFENSE_CATEGORY,PRIMARY_CHARGE_FLAG,CHARGE_ID,CHARGE_VERSION_ID,CHARGE_OFFENSE_TITLE,CHARGE_COUNT,CHAPTER,ACT,SECTION,CLASS,AOIC,EVENT,EVENT_DATE,FINDING_NO_PROBABLE_CAUSE,ARRAIGNMENT_DATE,BOND_DATE_INITIAL,BOND_DATE_CURRENT,BOND_TYPE_INITIAL,BOND_TYPE_CURRENT,BOND_AMOUNT_INITIAL,BOND_AMOUNT_CURRENT,BOND_ELECTRONIC_MONITOR_FLAG_INITIAL,BOND_ELECTROINIC_MONITOR_FLAG_CURRENT,AGE_AT_INCIDENT,RACE,GENDER,INCIDENT_CITY,INCIDENT_BEGIN_DATE,INCIDENT_END_DATE,LAW_ENFORCEMENT_AGENCY,LAW_ENFORCEMENT_UNIT,ARREST_DATE,FELONY_REVIEW_DATE,FELONY_REVIEW_RESULT,UPDATED_OFFENSE_CATEGORY
733263273033,470287509487,2/10/2013 12:00:00 AM,Homicide,false,365002931533,416886603581,FIRST DEGREE MURDER,13,720,5,9-1(a)(3),M,0735200,Preliminary Hearing,1/11/2018 12:00:00 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Black,Male,Chicago,1/29/2013 12:00:00 AM,NA,CHICAGO PD,NA,2/9/2013 11:55:00 PM,02/11/2013 12:00:00 AM,Approved,Homicide
729042379512,466116147921,10/14/2012 12:00:00 AM,UUW - Unlawful Use of Weapon,true,360242145901,411381244352,ARMED HABITUAL CRIMINAL,1,720,5,24-1.7(a),X,0013855,Preliminary Hearing,10/22/2012 12:00:00 AM,NA,11/13/2012 12:00:00 AM,10/15/2012 12:00:00 AM,10/15/2012 12:00:00 AM,D Bond,D Bond,150000,150000,NA,NA,23,Black,Male,Chicago,10/14/2012 12:00:00 AM,NA,CHICAGO PD,NA,10/14/2012 12:58:00 AM,10/14/2012 12:00:00 AM,Approved,UUW - Unlawful Use of Weapon
772020054568,511246833960,2/19/2016 12:00:00 AM,Robbery,false,399401355179,456783509075,AGGRAVATED BATTERY,3,720,5,12-3.05(c),3,0016104,Preliminary Hearing,4/12/2016 12:00:00 AM,NA,NA,02/29/2016 12:00:00 AM,02/29/2016 12:00:00 AM,D Bond,D Bond,150000,150000,NA,NA,18,Black,Male,Chicago,12/27/2015 12:00:00 AM,NA,CHICAGO PD,NA,NA,04/05/2016 12:00:00 AM,Approved,Aggravated Robbery
730917519853,467955325238,12/5/2012 12:00:00 AM,UUW - Unlawful Use of Weapon,false,362156849904,413598372647,AGGRAVATED UNLAWFUL USE OF WEAPON,8,720,5,24-1.6(a)(2),4,0012477,Preliminary Hearing,12/11/2012 12:00:00 AM,NA,12/31/2012 12:00:00 AM,12/05/2012 12:00:00 AM,12/05/2012 12:00:00 AM,D Bond,D Bond,25000,25000,NA,NA,18,Black,Male,Chicago,12/4/2012 12:00:00 AM,NA,CHICAGO PD,NA,12/4/2012 10:27:00 PM,12/05/2012 12:00:00 AM,Approved,UUW - Unlawful Use of Weapon
796585340759,537880809138,8/7/2018 12:00:00 AM,Identity Theft,false,424458903222,486081088477,USE FORGED CR/DEBIT CARD/<$300,29,720,5,17-36,4,0016256,Direct Indictment,8/21/2018 12:00:00 AM,NA,9/4/2018 12:00:00 AM,NA,NA,NA,NA,NA,NA,NA,NA,24,Black,Male,Sauk Village,6/5/2018 12:00:00 AM,NA,SAUK VILLAGE PD,NA,NA,08/09/2018 12:00:00 AM,Approved,Identity Theft
747346727801,485019183176,3/12/2014 12:00:00 AM,Aggravated Battery,true,376435806881,430096717411,AGGRAVATED BATTERY,1,720,5,12-3.05(a)(1),3,0016094,Preliminary Hearing,3/18/2014 12:00:00 AM,NA,4/15/2014 12:00:00 AM,03/13/2014 12:00:00 AM,03/13/2014 12:00:00 AM,D Bond,D Bond,150000,150000,NA,NA,46,White,Male,Chicago,3/10/2014 12:00:00 AM,NA,CHICAGO PD,NA,3/11/2014 9:05:00 PM,03/12/2014 12:00:00 AM,Approved,Aggravated Battery
814021844313,556210338121,2/25/2020 12:00:00 AM,Failure to Register as a Sex Offender,false,439348495529,503515001625,VIOLATION OF THE SEX OFFENDER REGISTRATION ACT,3,730,150,6,2,0013783,Preliminary Hearing,4/24/2020 12:00:00 AM,NA,NA,02/26/2020 12:00:00 AM,02/26/2020 12:00:00 AM,D Bond,D Bond,20000,20000,NA,NA,59,Black,Male,Northlake,2/24/2020 12:00:00 AM,NA,NORTHLAKE PD,NA,2/24/2020 7:22:00 PM,02/25/2020 12:00:00 AM,Approved,Failure to Register as a Sex Offender
790381266319,531265965772,1/12/2018 12:00:00 AM,UUW - Unlawful Use of Weapon,false,418298051224,478877246129,AGGRAVATED UNLAWFUL USE OF A WEAPON,4,720,5,24-1.6(a)(2),2,0017893,Preliminary Hearing,2/9/2018 12:00:00 AM,NA,2/13/2018 12:00:00 AM,01/12/2018 12:00:00 AM,01/12/2018 12:00:00 AM,I Bond,I Bond,50000,50000,NA,NA,41,Black,Male,Chicago,1/12/2018 12:00:00 AM,NA,CHICAGO PD,NA,1/12/2018 1:51:00 AM,01/18/2018 12:00:00 AM,Approved,UUW - Unlawful Use of Weapon
796363031702,537647967594,7/31/2018 12:00:00 AM,Theft by Deception,false,424469652963,486093632666,THEFT,21,720,5,16-1(a)(2)(A),3,0015504,Indictment,8/21/2018 12:00:00 AM,NA,9/4/2018 12:00:00 AM,08/01/2018 12:00:00 AM,08/01/2018 12:00:00 AM,I Bond,I Bond,10000,10000,NA,NA,39,White,Male,Homewood,3/27/2018 12:00:00 AM,NA,HOMEWOOD PD,NA,7/31/2018 2:49:00 PM,07/31/2018 12:00:00 AM,Approved,Theft
754848913835,492958526293,7/30/2014 12:00:00 AM,Escape - Failure to Return,false,383323391420,438100080717,ESCAPE; FAILURE TO COMPLY WITH A CONDITION OF THE ELECTRONIC HOME MONITORING DETENTION PROGRAM,3,730,5,5-8A-4.1(a),3,0011607,Indictment,10/16/2014 12:00:00 AM,NA,10/30/2014 12:00:00 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,Black,Male,NA,NA,NA,NA,NA,10/8/2014 8:00:00 AM,10/08/2014 12:00:00 AM,Approved,Escape - Failure to Return
770105109804,509165510859,2/2/2016 12:00:00 AM,UUW - Unlawful Use of Weapon,false,397376553821,454431473736,UNLAWFUL USE OR POSSESSION OF A WEAPON BY A FELON,3,720,5,24-1.1(a),2,0013723,Preliminary Hearing,2/29/2016 12:00:00 AM,NA,3/2/2016 12:00:00 AM,02/03/2016 12:00:00 AM,02/29/2016 12:00:00 AM,D Bond,I Bond,100000,100000,NA,NA,58,Black,Male,Chicago,2/2/2016 12:00:00 AM,NA,"Dept of Veterans Affairs, Office of Inspector General",NA,2/2/2016 12:45:00 PM,02/02/2016 12:00:00 AM,Approved,UUW - Unlawful Use of Weapon
716595780103,454302825586,11/6/2011 12:00:00 AM,Robbery,true,348842869746,398211271926,ROBBERY,1,720,5,18-1(a),2,1100000,Preliminary Hearing,11/14/2011 12:00:00 AM,NA,12/1/2011 12:00:00 AM,11/07/2011 12:00:00 AM,11/07/2011 12:00:00 AM,D Bond,D Bond,100000,100000,NA,NA,18,Black,Male,Chicago,11/6/2011 12:00:00 AM,NA,CHICAGO PD,District 14 - Shakespeare,11/6/2011 2:35:00 AM,11/06/2011 12:00:00 AM,Approved,Robbery
714258421052,452034004388,8/12/2011 12:00:00 AM,Narcotics,false,346748020070,395790642683,POSSESSION OF A CONTROLLED SUBSTANCE,4,720,570,402(a)(2)(B),1,5100135,Preliminary Hearing,9/1/2011 12:00:00 AM,NA,10/4/2011 12:00:00 AM,08/14/2011 12:00:00 AM,08/14/2011 12:00:00 AM,D Bond,D Bond,100000,100000,NA,NA,32,White [Hispanic or Latino],Male,Chicago Heights,8/12/2011 12:00:00 AM,NA,CHICAGO HEIGHTS PD,NA,8/12/2011 8:30:00 PM,NA,NA,Narcotics
766049932657,504817663176,9/19/2015 12:00:00 AM,Burglary,false,393628893851,450085482618,THEFT,3,720,5,16-1(a)(1),4,0015464,Preliminary Hearing,10/2/2015 12:00:00 AM,NA,10/26/2015 12:00:00 AM,09/20/2015 12:00:00 AM,09/20/2015 12:00:00 AM,D Bond,D Bond,10000,10000,NA,NA,36,Black,Male,Oak Park,9/19/2015 12:00:00 AM,NA,OAK PARK PD,NA,9/19/2015 12:45:00 PM,09/19/2015 12:00:00 AM,Approved,Burglary
738663677215,475843436149,7/6/2013 12:00:00 AM,UUW - Unlawful Use of Weapon,false,369157181735,421673750999,AGGRAVATED UNLAWFUL USE OF WEAPON,5,720,5,24-1.6(a)(2),2,0012479,Preliminary Hearing,7/12/2013 12:00:00 AM,NA,8/13/2013 12:00:00 AM,07/07/2013 12:00:00 AM,07/07/2013 12:00:00 AM,D Bond,D Bond,100000,100000,NA,NA,30,Black,Male,Chicago,7/6/2013 12:00:00 AM,NA,CHICAGO PD,District 11 - Harrison,7/6/2013 4:39:00 PM,07/06/2013 12:00:00 AM,Approved,UUW - Unlawful Use of Weapon
806738447217,548339422388,7/8/2019 12:00:00 AM,Narcotics,true,433530835286,496715082146,POSSESSION OF A CONTROLLED SUBSTANCE,1,720,570,402(c),4,5101110,Preliminary Hearing,1/15/2020 12:00:00 AM,NA,NA,07/05/2019 12:00:00 AM,07/05/2019 12:00:00 AM,I Bond,I Bond,10000,10000,NA,NA,57,Black,Female,Maywood,7/4/2019 12:00:00 AM,NA,MAYWOOD PD,NA,7/4/2019 7:48:00 PM,NA,NA,Narcotics
807889255368,549582775035,8/12/2019 12:00:00 AM,Driving With Suspended Or Revoked License,false,435229444481,498689366355,"FELONY DRIVING WHILE DRIVER?S LICENSE, PERMIT, OR PRIVILEGE TO OPERATE A MOTOR VEHICLE IS SUSPENDED OR REVOKED",2,625,5,6-303(a),4,0014058,Preliminary Hearing,9/9/2019 12:00:00 AM,NA,10/10/2019 12:00:00 AM,08/06/2019 12:00:00 AM,08/06/2019 12:00:00 AM,I Bond,I Bond,10000,10000,true,true,60,Black,Male,Chicago Heights,8/5/2019 12:00:00 AM,NA,CHICAGO HEIGHTS PD,NA,8/5/2019 10:23:00 AM,NA,NA,Driving With Suspended Or Revoked License
715824332474,453538346848,10/17/2011 12:00:00 AM,Driving With Suspended Or Revoked License,false,348484628352,397796230344,"FELONY DRIVING WHILE DRIVER?S LICENSE, PERMIT, OR PRIVILEGE TO OPERATE A MOTOR VEHICLE IS SUSPENDED OR REVOKED",4,625,5,6-303(a),4,0014057,Preliminary Hearing,10/20/2011 12:00:00 AM,NA,11/10/2011 12:00:00 AM,NA,NA,NA,NA,NA,NA,NA,NA,36,Black,Male,Chicago,10/17/2011 12:00:00 AM,NA,CHICAGO PD,NA,10/17/2011 2:30:00 AM,10/17/2011 12:00:00 AM,Approved,Driving With Suspended Or Revoked License
724534190121,461774188998,6/16/2012 12:00:00 AM,UUW - Unlawful Use of Weapon,false,356353589316,406903083104,UNLAWFUL USE OR POSSESSION OF A WEAPON BY A FELON,4,720,5,24-1.1(a),2,0012309,Indictment,6/26/2012 12:00:00 AM,NA,7/17/2012 12:00:00 AM,06/17/2012 12:00:00 AM,06/17/2012 12:00:00 AM,D Bond,D Bond,150000,150000,NA,NA,40,Black,Male,Chicago,5/8/2012 12:00:00 AM,NA,CHICAGO PD,District 11 - Harrison,6/16/2012 3:30:00 PM,06/16/2012 12:00:00 AM,Approved,Narcotics
770229938642,509293826925,2/5/2016 12:00:00 AM,Sex Crimes,false,398272232304,455475549350,AGGRAVATED CRIMINAL SEXUAL ASSAULT,24,720,5,11-1.30(a)(4),X,0015797,Indictment,3/2/2016 12:00:00 AM,NA,3/16/2016 12:00:00 AM,NA,NA,NA,NA,NA,NA,NA,NA,27,White,Male,Chicago,2/5/2016 12:00:00 AM,NA,CHICAGO PD,NA,2/5/2016 9:10:00 AM,02/05/2016 12:00:00 AM,Approved,Sex Crimes
761655199411,500140280520,5/11/2015 12:00:00 AM,Homicide,false,395726043471,452515120869,FIRST DEGREE MURDER,3,720,5,9-1(a)(3),M,0735200,Indictment,12/8/2015 12:00:00 AM,NA,12/22/2015 12:00:00 AM,11/13/2015 12:00:00 AM,11/13/2015 12:00:00 AM,No Bond,No Bond,NA,NA,NA,NA,18,Black,Male,Chicago,8/24/2014 12:00:00 AM,NA,CHICAGO PD,NA,11/11/2015 10:00:00 AM,11/12/2015 12:00:00 AM,Approved,Homicide
783206722136,523484146968,5/5/2017 12:00:00 AM,Driving With Suspended Or Revoked License,false,411015176180,470339272317,"FELONY DRIVING WHILE DRIVER?S LICENSE, PERMIT, OR PRIVILEGE TO OPERATE A MOTOR VEHICLE IS SUSPENDED OR REVOKED",2,625,5,6-303(a),4,0014058,Preliminary Hearing,5/11/2017 12:00:00 AM,NA,5/25/2017 12:00:00 AM,NA,NA,NA,NA,NA,NA,NA,NA,31,Black,Male,Chicago,5/5/2017 12:00:00 AM,NA,CHICAGO PD,District 11 - Harrison,5/5/2017 3:26:00 AM,05/05/2017 12:00:00 AM,Approved,Driving With Suspended Or Revoked License
809164080021,550945257283,9/21/2019 12:00:00 AM,UUW - Unlawful Use of Weapon,false,435538687052,499055200506,UNLAWFUL USE OR POSSESSION OF A WEAPON BY A FELON,3,720,5,24-1.1(a),3,1214500,Preliminary Hearing,10/16/2019 12:00:00 AM,NA,10/24/2019 12:00:00 AM,09/21/2019 12:00:00 AM,09/21/2019 12:00:00 AM,D Bond,D Bond,1000,1000,NA,NA,38,Black,Male,Chicago,9/20/2019 12:00:00 AM,NA,CHICAGO PD,District 7 - Englewood,9/20/2019 11:39:00 PM,09/21/2019 12:00:00 AM,Approved,UUW - Unlawful Use of Weapon
775146732621,514643117021,7/18/2016 12:00:00 AM,Retail Theft,true,402520830240,460411687517,RETAIL THEFT,1,720,5,16-25(a)(1),3,0016722,Preliminary Hearing,8/4/2016 12:00:00 AM,NA,NA,07/19/2016 12:00:00 AM,07/19/2016 12:00:00 AM,D Bond,D Bond,100000,100000,NA,NA,27,Black,Male,Chicago,7/18/2016 12:00:00 AM,NA,CHICAGO PD,District 6 - Gresham,7/18/2016 8:30:00 PM,07/18/2016 12:00:00 AM,Approved,Retail Theft
798114697097,539474719628,9/24/2018 12:00:00 AM,Aggravated DUI,false,429245738227,491698547135,AGGRAVATED DRIVING UNDER THE INFLUENCE OF ALCOHOL,10,625,5,11-501(a),4,0014716,Preliminary Hearing,4/11/2019 12:00:00 AM,NA,4/11/2019 12:00:00 AM,09/25/2018 12:00:00 AM,09/25/2018 12:00:00 AM,I Bond,I Bond,10000,10000,NA,NA,37,White [Hispanic or Latino],Male,Oak Park,9/23/2018 12:00:00 AM,NA,OAK PARK PD,NA,9/23/2018 10:16:00 PM,09/24/2018 12:00:00 AM,Approved,Aggravated DUI
782124150138,522310635007,3/29/2017 12:00:00 AM,Narcotics,true,409859253949,469009474300,[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER//DELIVERY OF A CONTROLLED SUBSTANCE],1,720,570,407(b)(2),1,5125392,Preliminary Hearing,4/13/2017 12:00:00 AM,NA,5/5/2017 12:00:00 AM,03/24/2017 12:00:00 AM,03/24/2017 12:00:00 AM,D Bond,D Bond,50000,50000,NA,NA,40,Black,Male,Chicago,3/16/2016 12:00:00 AM,NA,CHICAGO PD,UNIT 189 - NARCOTICS,3/23/2017 7:20:00 AM,NA,NA,Narcotics
734044197906,471069006739,3/4/2013 12:00:00 AM,Armed Robbery,false,365039080664,416928740650,AGGRAVATED UNLAWFUL RESTRAINT,9,720,5,10-3.1(a),3,0775100,Indictment,3/18/2013 12:00:00 AM,NA,NA,03/04/2013 12:00:00 AM,03/04/2013 12:00:00 AM,D Bond,D Bond,75000,75000,NA,NA,NA,Black,Male,Chicago,3/3/2013 12:00:00 AM,NA,CHICAGO PD,NA,3/3/2013 10:40:00 AM,03/04/2013 12:00:00 AM,Approved,Armed Robbery
724790075698,462028347851,6/24/2012 12:00:00 AM,Aggravated DUI,false,356560934335,407143475370,AGGRAVATED DRIVING UNDER THE INFLUENCE OF ALCOHOL,21,625,5,11-501(a),4,0014718,Preliminary Hearing,6/26/2012 12:00:00 AM,NA,8/9/2012 12:00:00 AM,06/26/2012 12:00:00 AM,06/26/2012 12:00:00 AM,C Bond,C Bond,450000,450000,NA,NA,26,White [Hispanic or Latino],Male,Cicero,6/23/2012 12:00:00 AM,NA,CICERO PD,NA,6/23/2012 9:25:00 AM,06/25/2012 12:00:00 AM,Approved,Aggravated DUI
801169889656,542556837379,1/7/2019 12:00:00 AM,Home Invasion,false,429244188265,491696779545,AGGRAVATED KIDNAPPING,31,720,5,10-2(a)(3),X,0011389,Indictment,2/4/2019 12:00:00 AM,NA,2/19/2019 12:00:00 AM,NA,NA,NA,NA,NA,NA,NA,NA,28,Black,Male,Chicago,11/25/2018 12:00:00 AM,NA,CHICAGO PD,UNIT 610 - DETECTIVE SECTION - CENTRAL,1/11/2019 12:23:00 PM,01/11/2019 12:00:00 AM,Approved,Sex Crimes
706520657820,444410004334,1/27/2011 12:00:00 AM,Narcotics,false,341111955466,389265440931,METHAMPHETAMINE MANUFACTURING WASTE,4,720,646,45(a),2,0013964,Indictment,3/1/2011 12:00:00 AM,NA,4/26/2011 12:00:00 AM,NA,NA,NA,NA,NA,NA,NA,NA,27,White,Male,Des Plaines,1/23/2011 12:00:00 AM,1/25/2011 12:00:00 AM,DES PLAINES PD,NA,1/25/2011 7:55:00 PM,NA,NA,Narcotics
708985282713,446767098034,4/10/2011 12:00:00 AM,Aggravated DUI,false,342990960326,391442826956,"FELONY DRIVING WHILE DRIVER?S LICENSE, PERMIT, OR PRIVILEGE TO OPERATE A MOTOR VEHICLE IS SUSPENDED OR REVOKED",3,625,5,6-303(a),4,0014056,Preliminary Hearing,5/4/2011 12:00:00 AM,NA,5/27/2011 12:00:00 AM,04/11/2011 12:00:00 AM,04/11/2011 12:00:00 AM,D Bond,D Bond,30000,30000,NA,NA,34,HISPANIC,Male,Schaumburg,4/10/2011 12:00:00 AM,NA,HOFFMAN ESTATES PD,NA,4/10/2011 3:24:00 AM,04/10/2011 12:00:00 AM,Approved,Aggravated DUI
803152529017,544595349200,3/14/2019 12:00:00 AM,Narcotics,true,430304212800,492934719891,POSSESSION OF A CONTROLLED SUBSTANCE,1,720,570,402(c),4,5101110,Preliminary Hearing,5/9/2019 12:00:00 AM,NA,NA,03/12/2019 12:00:00 AM,03/12/2019 12:00:00 AM,I Bond,I Bond,20000,20000,NA,NA,46,Black,Male,Chicago,3/11/2019 12:00:00 AM,NA,CHICAGO PD,District 10 - Ogden,3/11/2019 10:54:00 PM,NA,NA,Narcotics
792680987174,533745604555,4/1/2018 12:00:00 AM,Sex Crimes,false,421569322638,482706929852,AGGRAVATED CRIMINAL SEXUAL ABUSE,13,720,5,11-1.60(c)(1)(i),2,0015826,Indictment,4/30/2018 12:00:00 AM,NA,5/14/2018 12:00:00 AM,NA,NA,NA,NA,NA,NA,NA,NA,35,White [Hispanic or Latino],Male,Chicago,7/9/2016 12:00:00 AM,12/31/2016 12:00:00 AM,CHICAGO PD,NA,4/2/2018 11:30:00 AM,04/03/2018 12:00:00 AM,Approved,Sex Crimes
739110461556,476329788782,7/17/2013 12:00:00 AM,Sex Crimes,false,370715394302,423479201836,CRIMINAL SEXUAL ABUSE,8,720,5,11-1.50(a)(1),4,0015812,Preliminary Hearing,8/29/2013 12:00:00 AM,NA,9/17/2013 12:00:00 AM,08/03/2013 12:00:00 AM,08/03/2013 12:00:00 AM,D Bond,D Bond,5000,5000,NA,NA,46,White,Male,Blue Island,6/21/2013 12:00:00 AM,NA,BLUE ISLAND PD,NA,8/2/2013 10:00:00 AM,08/02/2013 12:00:00 AM,Approved,Sex Crimes
708203545505,446028942051,3/18/2011 12:00:00 AM,Attempt Homicide,false,341770089655,390027101248,AGGRAVATED BATTERY,9,720,5,12-4(a),3,0935000,Indictment,4/5/2011 12:00:00 AM,NA,4/26/2011 12:00:00 AM,03/20/2011 12:00:00 AM,03/20/2011 12:00:00 AM,D Bond,D Bond,250000,250000,NA,NA,24,Black,Male,Markham,3/17/2011 12:00:00 AM,NA,MARKHAM PD,NA,3/17/2011 5:00:00 PM,03/19/2011 12:00:00 AM,Approved,Aggravated Battery With A Firearm
755903324880,494085340392,11/8/2014 12:00:00 AM,UUW - Unlawful Use of Weapon,false,384220019880,439141191342,AGGRAVATED UNLAWFUL USE OF WEAPON,6,720,5,24-1.6(a)(2),4,0017899,Preliminary Hearing,11/14/2014 12:00:00 AM,NA,12/1/2014 12:00:00 AM,11/09/2014 12:00:00 AM,11/09/2014 12:00:00 AM,D Bond,D Bond,10000,10000,NA,NA,23,Black,Male,Chicago,11/8/2014 12:00:00 AM,NA,CHICAGO PD,NA,11/8/2014 11:22:00 AM,11/08/2014 12:00:00 AM,Approved,UUW - Unlawful Use of Weapon
